name,male,female,land,horse,monster,none
トヅショニャミゥコリョゥ,0,0,0,0,0,1
ァイシャバビゲノニョチャ,0,0,0,0,0,1
ギュヂベヅビョダスナ,0,0,0,0,0,1
ポィラジョガベエポキュフ,0,0,0,0,0,1
キョリョニリョ,0,0,0,0,0,1
サキュギユバミャチュラジョ,0,0,0,0,0,1
クミャヒャカセ,0,0,0,0,0,1
ピュチョフキュヨピャメンキュラ,0,0,0,0,0,1
レギョワケワウオ,0,0,0,0,0,1
ギョモゴニ,0,0,0,0,0,1
ビョダ,0,0,0,0,0,1
ニュルブケゥビャピャピョ,0,0,0,0,0,1
コボスフアヒュ,0,0,0,0,0,1
ムヒャザスギ,0,0,0,0,0,1
バガソミャネバシャロ,0,0,0,0,0,1
ヨシャラシベグロリュネ,0,0,0,0,0,1
ヒュフジョゾ,0,0,0,0,0,1
ソペヒミャニュタキ,0,0,0,0,0,1
グヘツチノソヨ,0,0,0,0,0,1
ニゴノショアギュピャグギョ,0,0,0,0,0,1
マィヒビョコゲハルセミ,0,0,0,0,0,1
ジュギョノヒョ,0,0,0,0,0,1
ビョショゥジュチョソ,0,0,0,0,0,1
リャポゲ,0,0,0,0,0,1
ピチュニャヒュキュビャソゾニョ,0,0,0,0,0,1
ヅヘチュリャスィユツブカ,0,0,0,0,0,1
ヒュリュィヒャペ,0,0,0,0,0,1
リョポギャワウゴ,0,0,0,0,0,1
ヌシュミキョイシ,0,0,0,0,0,1
キビャネピペリョモェセ,0,0,0,0,0,1
ジュベベミョキタ,0,0,0,0,0,1
オズイラト,1,0,0,0,0,0
ツンス,1,0,0,0,0,0
チャイ,1,0,0,0,0,0
ヒャダゾ,1,0,0,0,0,0
ケセ,0,1,0,0,0,0
ニタ,0,1,0,0,0,0
ウヒャ,0,1,0,0,0,0
ムミュホ,0,1,0,0,0,0
シャエニャオマ,0,1,0,0,0,0
ヤシサ,0,1,0,0,0,0
メチャ,0,1,0,0,0,0
ズホ,0,1,0,0,0,0
チュノチュチャ,0,1,0,0,0,0
オヤアダラワ,0,0,1,0,0,0
キャブ,0,0,1,0,0,0
ニャチョヌ,0,0,1,0,0,0
ミブイ,0,0,1,0,0,0
エゼタンベ,0,0,1,0,0,0
ゾコ,0,0,0,0,1,0
リュビウペエダ,0,0,0,0,1,0
ミミュビョザ,0,0,0,0,1,0
ノルギョシレパ,0,0,0,0,1,0
ジャヘエジャ,0,0,0,0,1,0
ギャビョセシュジュ,0,0,0,0,0,1
コクシャケハシャ,0,0,0,0,0,1
ビャヘヂナゾデ,0,0,0,0,0,1
ミャバラチグチュド,0,0,0,0,0,1
ピヒュヅナメ,0,0,0,0,0,1
ズザデギジャウ,0,0,0,0,0,1
ビョキュショイマ,0,0,0,0,0,1
メトッキョヨハ,0,0,0,0,0,1
ヒハスギジャベェ,0,0,0,0,0,1
ガロシソショゴシャカ,0,0,0,0,0,1
ジョツヒョ,0,0,0,0,0,1
キュウニュムミャリョホピャ,0,0,0,0,0,1
ケズミャアガエビャコ,0,0,0,0,0,1
ザミャレワビャパッヨヂ,0,0,0,0,0,1
ミモニョプジャジュヒャビュル,0,0,0,0,0,1
キョロビュヅムジ,0,0,0,0,0,1
イゼァノジュボマ,0,0,0,0,0,1
スバギョピュジュカヒビャ,0,0,0,0,0,1
ホズミュギュゴボゼオ,0,0,0,0,0,1
ルマァェナラシュネザ,0,0,0,0,0,1
ゲゥエパキュチャネ,0,0,0,0,0,1
ォヒュサドゼリョ,0,0,0,0,0,1
ソシシャシ,0,0,0,0,0,1
チリミュヅリュビョロピピョ,0,0,0,0,0,1
クヨボジョ,0,0,0,0,0,1
リュワギョィメ,0,0,0,0,0,1
メゲサチ,0,0,0,0,0,1
タニョソ,0,0,0,0,0,1
ルスチュケルノポキュ,0,0,0,0,0,1
キュビャルコビム,0,0,0,0,0,1
ヅビュキリャノ,0,0,0,0,0,1
ドシュメビャリャフレミャ,0,0,0,0,0,1
リケデイツヅ,0,0,0,0,0,1
キャチャニュチュメドラサ,0,0,0,0,0,1
キャルオンポミ,0,0,0,0,0,1
ヤォケナヨ,0,0,0,0,0,1
ビュモラキリュビョ,0,0,0,0,0,1
ァロソ,0,0,0,0,0,1
ピュビャゲムピョノヒャ,0,0,0,0,0,1
レピュモヤンァ,0,0,0,0,0,1
ジョバヌザパ,0,0,0,0,0,1
セイヅデヅペド,0,0,0,0,0,1
ワリョヒウク,0,0,0,0,0,1
ヒャシエパムブミョペヒビュ,0,0,0,0,0,1
レカハダオチャギャキ,0,0,0,0,0,1
ダミョギュタケピキュ,0,0,0,0,0,1
ハゴビュヅビヌフ,0,0,0,0,0,1
アヒャジョロブチショダ,0,0,0,0,0,1
ブミョビギギダゾ,0,0,0,0,0,1
ァメ,0,0,0,0,0,1
ゼクジミュエナシャパワ,0,0,0,0,0,1
チョニャゥネツリョヅ,0,0,0,0,0,1
ネペテオボケボイ,0,0,0,0,0,1
テピサゲダ,0,0,0,0,0,1
ビャビュニャ,0,0,0,0,0,1
メザパキョピナポグ,0,0,0,0,0,1
ホニビュショカプツ,0,0,0,0,0,1
ヂギョビュペニョリュゼゾワゥ,0,0,0,0,0,1
ビュサボモゥピョゲァ,0,0,0,0,0,1
ビブシザジョニ,0,0,0,0,0,1
ショノヒョゼ,0,0,0,0,0,1
ザバミュヒョメィノ,0,0,0,0,0,1
ビュツシチョンスゾ,0,0,0,0,0,1
チョオヘゾキョワジビョミシ,0,0,0,0,0,1
チキルウレバゥキュベシュ,0,0,0,0,0,1
ヤヌピョニャミャロミャキギュ,0,0,0,0,0,1
ズパマァドナユ,0,0,0,0,0,1
ルォオソゴグリャ,0,0,0,0,0,1
プホ,0,0,0,0,0,1
ブギャギャヘパブチプピ,0,0,0,0,0,1
ショギャゼリュ,0,0,0,0,0,1
テダミミョピュミャモヂポ,0,0,0,0,0,1
ミョゼキョェニャ,0,0,0,0,0,1
サヒギョヒルッポヒュパシャ,0,0,0,0,0,1
ジョァプ,0,0,0,0,0,1
ヤボメピュバテゴ,0,0,0,0,0,1
ビガサパテキャブェギュグ,0,0,0,0,0,1
ルギベク,1,0,0,0,0,0
ユセツ,1,0,0,0,0,0
ガルロ,1,0,0,0,0,0
ギョムイ,1,0,0,0,0,0
リュグ,1,0,0,0,0,0
ピウ,0,1,0,0,0,0
ピャモレ,0,1,0,0,0,0
モチヨバ,0,1,0,0,0,0
ナオ,0,1,0,0,0,0
ノア,0,1,0,0,0,0
ラザ,0,1,0,0,0,0
キャノ,0,1,0,0,0,0
チャヒョナ,0,1,0,0,0,0
ニミャヨ,0,1,0,0,0,0
チョサ,0,1,0,0,0,0
リムシピャ,0,0,1,0,0,0
ニュァズ,0,0,1,0,0,0
メヒャロポ,0,0,1,0,0,0
カゾ,0,0,1,0,0,0
ヘキャトネウ,0,0,1,0,0,0
ネキュトスダ,0,0,1,0,0,0
コドビュハ,0,0,1,0,0,0
ミュガイヤノド,0,0,0,0,1,0
ザキゴハデロヒョヌ,0,0,0,0,0,1
スヒャヴプナジョ,0,0,0,0,0,1
ニャゾホツー,0,0,0,0,0,1
ゾシュショ,0,0,0,0,0,1
ァピュェ,0,0,0,0,0,1
ヅビセジャ,0,0,0,0,0,1
キョピャキャオデキャ,0,0,0,0,0,1
ジヒュテパセ,0,0,0,0,0,1
セチメセポケゼ,0,0,0,0,0,1
パリャリャエゼピョチュ,0,0,0,0,0,1
ィス,0,0,0,0,0,1
ソヒョビャヘキャリ,0,0,0,0,0,1
タニミビュパデ,0,0,0,0,0,1
リョヴキキャプンサキュ,0,0,0,0,0,1
ムォヂィッカヌヤ,0,0,0,0,0,1
ピュエミョヒュシキャリャ,0,0,0,0,0,1
シュヨペジツキョヤ,0,0,0,0,0,1
ギャゼレーヒョビシヒャピャ,0,0,0,0,0,1
グリュォヒュンベ,0,0,0,0,0,1
ゾラキズンキュジャシ,0,0,0,0,0,1
エルァイドユキュ,0,0,0,0,0,1
ダチニュリユズジョポ,0,0,0,0,0,1
ジョダネトソリャダヌ,0,0,0,0,0,1
ジュセキャエヌコラゼ,0,0,0,0,0,1
ミュッデクナセピャ,0,0,0,0,0,1
ヒョザリョギ,0,0,0,0,0,1
リュリャニュギョカ,0,0,0,0,0,1
ブミビャレェミョビョポチュラ,0,0,0,0,0,1
ユゴチデベズァショージャ,0,0,0,0,0,1
キノービュギゾチ,0,0,0,0,0,1
ビャンチチャクムゲヅ,0,0,0,0,0,1
ズコキユオ,0,0,0,0,0,1
テヂベヌコデユギュ,0,0,0,0,0,1
ニュヒョチャキボズミャホ,0,0,0,0,0,1
ヴデプワァピュコリャ,0,0,0,0,0,1
ジュギュォシッニュビュミャナ,0,0,0,0,0,1
ビュビシュスゾト,0,0,0,0,0,1
ゾショトィパシビアー,0,0,0,0,0,1
キャパクシグキョゥ,0,0,0,0,0,1
グゲソタテギュザヒュ,0,0,0,0,0,1
パゼァプデビャニュポピャ,0,0,0,0,0,1
コニョヒョリョ,0,0,0,0,0,1
リュリャホピャ,0,0,0,0,0,1
ショメツチンヌギャンボチャ,0,0,0,0,0,1
チョフヌブネニャニョキュ,0,0,0,0,0,1
ヒャキョミャミュポ,0,0,0,0,0,1
チュジョネギ,0,0,0,0,0,1
ォベ,0,0,0,0,0,1
ーポミョナヂァダバハ,0,0,0,0,0,1
タヤミュゼゾ,0,0,0,0,0,1
リュミュドァショニャ,0,0,0,0,0,1
ジテユキャ,0,0,0,0,0,1
ェータジュ,0,0,0,0,0,1
ホォゴキャギミフミュユ,0,0,0,0,0,1
ービャフボ,0,0,0,0,0,1
タブビケノマヒョスァフ,0,0,0,0,0,1
シュアトクダビョササピョ,0,0,0,0,0,1
ゴヌハジピ,0,0,0,0,0,1
ゾチ,0,0,0,0,0,1
イギャブギャギ,0,0,0,0,0,1
シュヒテメホビリュレユジ,0,0,0,0,0,1
チュゼテメズシャヌゲギ,0,0,0,0,0,1
ジョチョミュチュコォカ,0,0,0,0,0,1
フガショヂギョジョォビャギ,0,0,0,0,0,1
ギズギュゴゾキウ,0,0,0,0,0,1
メピュリョジジュキムアパザ,0,0,0,0,0,1
キョピュビギャ,0,0,0,0,0,1
イシャデザネヒピホ,0,0,0,0,0,1
ルヒョソゾビュミャ,0,0,0,0,0,1
ゥモ,0,0,0,0,0,1
ヒャモコバヤ,0,0,0,0,0,1
ィムピニシスピミギャチ,0,0,0,0,0,1
パェヒャヴミョワ,0,0,0,0,0,1
ロギョオホヒュギャデ,0,0,0,0,0,1
ヘゾピョ,0,0,0,0,0,1
ニョデポシュ,0,0,0,0,0,1
クゥピチャチュ,0,0,0,0,0,1
アラジュカ,1,0,0,0,0,0
アボキュ,1,0,0,0,0,0
ブレビ,1,0,0,0,0,0
サシュリシ,0,1,0,0,0,0
ニュア,0,1,0,0,0,0
ニャレ,0,1,0,0,0,0
ヒミネ,0,1,0,0,0,0
カリャションショ,0,1,0,0,0,0
ビャユ,0,1,0,0,0,0
ニョニョ,0,1,0,0,0,0
ペゼ,0,1,0,0,0,0
ショリャ,0,1,0,0,0,0
リャミュ,0,1,0,0,0,0
ビヌクシ,0,0,1,0,0,0
テフチョゼ,0,0,1,0,0,0
ハマ,0,0,1,0,0,0
ミュビチャド,0,0,1,0,0,0
コキュリサペ,0,0,1,0,0,0
カワリュ,0,0,1,0,0,0
ピュー,0,0,0,1,0,0
ジニュエニリメジャェビュ,0,0,0,0,0,1
ピョヒュトギャンリャカフピャ,0,0,0,0,0,1
グルバキョェヒャマガノゾ,0,0,0,0,0,1
グピュヒョバウヨピョ,0,0,0,0,0,1
ピャゾギョジチュベヒャェプ,0,0,0,0,0,1
デジュズキュルヂグキュ,0,0,0,0,0,1
ナピュヨテマ,0,0,0,0,0,1
チグガジュ,0,0,0,0,0,1
リャギュジュマギャチュゥレ,0,0,0,0,0,1
ゼジュムワビリクテビヒュ,0,0,0,0,0,1
ツギュギャシトヒョラチュニア,0,0,0,0,0,1
ビャゴビュジャ,0,0,0,0,0,1
ワヅギュ,0,0,0,0,0,1
ダゲリュアヘナメ,0,0,0,0,0,1
ケヨプギヒュサチョニヂン,0,0,0,0,0,1
ケゼミョダビャ,0,0,0,0,0,1
ゼコハヅベォキャ,0,0,0,0,0,1
オケゾボヘヤワギョ,0,0,0,0,0,1
ーシュガ,0,0,0,0,0,1
ミュザトヒュ,0,0,0,0,0,1
ェベユア,0,0,0,0,0,1
ジアヂチュジョ,0,0,0,0,0,1
リャメリャヂ,0,0,0,0,0,1
メゼエニョイ,0,0,0,0,0,1
デヴゲブツヴ,0,0,0,0,0,1
グジャパ,0,0,0,0,0,1
ドテパゴゼヘ,0,0,0,0,0,1
ンピュニャ,0,0,0,0,0,1
ズヅゴサソミャネピダ,0,0,0,0,0,1
ニギョミュピブノミュ,0,0,0,0,0,1
ビョギョワニョボビサチョヨジ,0,0,0,0,0,1
ォハウアリ,0,0,0,0,0,1
サデゼガ,0,0,0,0,0,1
ヘトピツキョゲゼケヒュ,0,0,0,0,0,1
ユメグピャヒャキョチャヨ,0,0,0,0,0,1
ピュジュヘクビョメ,0,0,0,0,0,1
チュケポゥセダ,0,0,0,0,0,1
ギョガニョネナマビョ,0,0,0,0,0,1
グピョリュエピョザ,0,0,0,0,0,1
ペシュダジュギセペショ,0,0,0,0,0,1
プチョミャ,0,0,0,0,0,1
トヌリョフキミピフ,0,0,0,0,0,1
ジュジニュウニシュダポンゴ,0,0,0,0,0,1
チャツジュ,0,0,0,0,0,1
ヅビャシャベスア,0,0,0,0,0,1
ヘビャドェチュネチ,0,0,0,0,0,1
ワミョノナピャクピャキ,0,0,0,0,0,1
サトリャチャォフムッルホ,0,0,0,0,0,1
ジュヒャ,0,0,0,0,0,1
テミョキュ,0,0,0,0,0,1
グツサヅ,0,0,0,0,0,1
ポヒュボズキワリャヴーフ,0,0,0,0,0,1
ゥヘレ,0,0,0,0,0,1
モハリュギャヒュニャェゲ,0,0,0,0,0,1
ズソヂキョシュツユヘア,0,0,0,0,0,1
チキョヒャピャザドホバ,0,0,0,0,0,1
ノジデピョヒ,0,0,0,0,0,1
シギュバヨヘヴイ,0,0,0,0,0,1
ビャギツンリュ,0,0,0,0,0,1
ノビョオミャミュ,0,0,0,0,0,1
ジョチョニソジュ,0,0,0,0,0,1
タビョヂヒュゥリョ,0,0,0,0,0,1
ネピモヒヅホ,0,0,0,0,0,1
クミャズチュラハホウラソ,0,0,0,0,0,1
ーォダキョ,0,0,0,0,0,1
ィス,0,0,0,0,0,1
ギョゥプォシャネッ,0,0,0,0,0,1
ギュチャチバ,0,0,0,0,0,1
チュキュキャ,0,0,0,0,0,1
ゼピョ,0,0,0,0,0,1
ピュホピャミベラメェフザ,0,0,0,0,0,1
タニャヨクヌコレス,0,0,0,0,0,1
ベアビャギャシュガチョムチュ,0,0,0,0,0,1
ポビュッ,0,0,0,0,0,1
ババスルシヌコキョ,0,0,0,0,0,1
ザレピョザヒャパ,0,0,0,0,0,1
キュプァビョィヘッヒキ,0,0,0,0,0,1
ヒュデピョヒョジャババハポプ,0,0,0,0,0,1
ガネミャナゼダツハゼ,0,0,0,0,0,1
ッショチョ,0,0,0,0,0,1
